,movieId,title,genres,year,imdbId,tmdbId,Children,Action,Mystery,Film-Noir,Musical,Sci-Fi,Adventure,Animation,Documentary,Romance,(no genres listed),IMAX,Horror,Western,War,Comedy,Drama,Thriller,Crime,Fantasy,count,mean,idmb_rank
16,17,Sense and Sensibility (1995),Drama;Romance,1995,114388,4584.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1110,3.95,3.938928200803848
17,18,Four Rooms (1995),Comedy,1995,113101,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,273,3.3223443223443225,3.34283217464154
18,19,Ace Ventura: When Nature Calls (1995),Comedy,1995,112281,9273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1097,2.587055606198724,2.612136778097947
19,20,Money Train (1995),Action;Comedy;Crime;Drama;Thriller,1995,113845,11517.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,210,2.8714285714285714,2.9536589538182776
20,21,Get Shorty (1995),Comedy;Crime;Thriller,1995,113161,8012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1243,3.6287208366854387,3.6263771790387955
21,22,Copycat (1995),Crime;Drama;Horror;Mystery;Thriller,1995,112722,1710.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,541,3.3613678373382623,3.370189402655668
22,23,Assassins (1995),Action;Crime;Thriller,1995,112401,9691.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,213,3.1737089201877935,3.217605551096241
23,24,Powder (1995),Drama;Sci-Fi,1995,114168,12665.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,424,3.1568396226415096,3.181449667216711
24,25,Leaving Las Vegas (1995),Drama;Romance,1995,113627,451.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1094,3.702925045703839,3.698290168075077
25,26,Othello (1995),Drama,1995,114057,16420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,125,3.6,3.586310638170236
26,27,Now and Then (1995),Children;Drama,1995,114011,9263.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91,3.3131868131868134,3.366761561292451
27,28,Persuasion (1995),Drama;Romance,1995,114117,17015.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,165,4.054545454545455,3.9737340970071107
28,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure;Drama;Fantasy;Mystery;Sci-Fi,1995,112682,902.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,448,4.004464285714286,3.974640478904574
29,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime;Drama,1995,115012,37557.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,56,3.6339285714285716,3.597420336237053
30,31,Dangerous Minds (1995),Drama,1995,112792,9909.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,467,3.3137044967880085,3.3267165974172768
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery;Sci-Fi;Thriller,1995,114746,63.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2312,3.9046280276816607,3.8998198757115228
32,34,Babe (1995),Children;Drama,1995,112431,9598.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1694,3.64728453364817,3.645230944847092
33,35,Carrington (1995),Drama;Romance,1995,112637,47018.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75,3.7066666666666666,3.6559823706322527
34,36,Dead Man Walking (1995),Crime;Drama,1995,112818,687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1082,3.925138632162662,3.914458767011139
35,38,It Takes Two (1995),Children;Comedy,1995,113442,33689.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,2.7941176470588234,3.1387210768185394
36,39,Clueless (1995),Comedy;Romance,1995,112697,9603.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1432,3.4120111731843576,3.4144173385201
37,40,"Cry, the Beloved Country (1995)",Drama,1995,112749,34615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,3.7,3.6317086522184874
38,41,Richard III (1995),Drama;War,1995,114279,31174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,249,3.8072289156626504,3.777341035542604
39,42,Dead Presidents (1995),Action;Crime;Drama,1995,112819,11443.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,130,3.173076923076923,3.2398634307274157
40,43,Restoration (1995),Drama,1995,114272,35196.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,143,3.479020979020979,3.4877349648346043
41,44,Mortal Kombat (1995),Action;Adventure;Fantasy,1995,113855,9312.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,542,2.6798892988929888,2.724437323280396
42,45,To Die For (1995),Comedy;Drama;Thriller,1995,114681,577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,481,3.4365904365904365,3.442031602576099
43,46,How to Make an American Quilt (1995),Drama;Romance,1995,113347,11861.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,144,3.2916666666666665,3.3326330397493478
44,47,Seven (a.k.a. Se7en) (1995),Mystery;Thriller,1995,114369,807.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2241,4.078090138331103,4.070840224093521
45,48,Pocahontas (1995),Animation;Children;Drama;Musical;Romance,1995,114148,10530.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,684,2.9444444444444446,2.969017015289057
46,50,"Usual Suspects, The (1995)",Crime;Mystery;Thriller,1995,114814,629.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2490,4.370481927710843,4.360467519411264
47,52,Mighty Aphrodite (1995),Comedy;Drama;Romance,1995,113819,11448.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,487,3.547227926078029,3.5461859746932043
48,54,"Big Green, The (1995)",Children;Comedy,1995,112499,26441.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,2.9285714285714284,3.138118010655657
49,55,Georgia (1995),Drama,1995,113158,97406.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,3.2454545454545456,3.3456252813692533
50,57,Home for the Holidays (1995),Drama,1995,113321,9089.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133,3.4774436090225564,3.4869825086894877
51,58,"Postman, The (Postino, Il) (1994)",Comedy;Drama;Romance,1994,110877,11010.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,650,3.9876923076923076,3.96746786605351
52,60,"Indian in the Cupboard, The (1995)",Adventure;Children;Fantasy,1995,113419,11359.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,299,3.096989966555184,3.1364077474662206
53,61,Eye for an Eye (1996),Drama;Thriller,1996,116260,17182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,131,3.427480916030534,3.446448129915444
54,62,Mr. Holland's Opus (1995),Drama,1995,113862,2054.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1038,3.7620423892100194,3.755503884753171
55,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy;Crime,1996,116126,10607.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,114,2.8157894736842106,2.9644315896971287
56,64,Two if by Sea (1996),Comedy;Romance,1996,118002,19760.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,2.827777777777778,3.003151240969888
57,65,Bio-Dome (1996),Comedy,1996,115683,9536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,266,2.4078947368421053,2.521547800393198
58,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action;Sci-Fi;Thriller,1996,116839,11525.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,131,2.1297709923664123,2.390547508797432
59,68,French Twist (Gazon maudit) (1995),Comedy;Romance,1995,113149,4482.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,68,3.4705882352941178,3.488552539963128
60,69,Friday (1995),Comedy,1995,113118,10634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231,3.6125541125541125,3.6029814134727456
61,70,From Dusk Till Dawn (1996),Action;Comedy;Horror;Thriller,1996,116367,755.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,690,3.2202898550724637,3.2331640957172034
62,71,Fair Game (1995),Action,1995,113010,11859.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2.3981481481481484,2.8021208204331733
63,72,Kicking and Screaming (1995),Comedy;Drama,1995,113537,28387.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,68,3.3970588235294117,3.4375321317998626
64,73,"Misérables, Les (1995)",Drama;War,1995,113828,48750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,157,3.789808917197452,3.7480114915314786
65,74,Bed of Roses (1996),Drama;Romance,1996,115644,20927.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,181,3.3535911602209945,3.378569426144012
66,76,Screamers (1995),Action;Sci-Fi;Thriller,1995,114367,9102.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,175,3.08,3.1457470678848125
67,78,"Crossing Guard, The (1995)",Action;Crime;Drama;Thriller,1995,112744,27526.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,67,3.1641791044776117,3.2770943187256343
68,79,"Juror, The (1996)",Drama;Thriller,1996,116731,9623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,296,3.2263513513513513,3.254227450663762
69,81,Things to Do in Denver When You're Dead (1995),Crime;Drama;Romance,1995,114660,400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,165,3.2151515151515153,3.2634776867507003
70,82,Antonia's Line (Antonia) (1995),Comedy;Drama,1995,112379,880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,148,3.949324324324324,3.8785289264965535
71,85,Angels and Insects (1995),Drama;Romance,1995,112365,8447.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,149,3.546979865771812,3.5440120051194772
72,86,White Squall (1996),Action;Adventure;Drama,1996,118158,10534.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,222,3.47972972972973,3.485627575065026
73,87,Dunston Checks In (1996),Children;Comedy,1996,116151,17414.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,2.4722222222222223,2.849739868052221
74,88,Black Sheep (1996),Comedy,1996,115697,13997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,253,3.0177865612648223,3.072007593344122
75,89,Nick of Time (1995),Action;Thriller,1995,113972,2086.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158,3.2658227848101267,3.307862494236099
76,92,Mary Reilly (1996),Drama;Horror;Thriller,1996,117002,9095.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,123,2.792682926829268,2.9371120844208267
77,93,Vampire in Brooklyn (1995),Comedy;Horror;Romance,1995,114825,12158.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,102,2.4313725490196076,2.6808950675483825
78,94,Beautiful Girls (1996),Comedy;Drama;Romance,1996,115639,9283.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,219,3.5821917808219177,3.5758158591019535
79,95,Broken Arrow (1996),Action;Adventure;Thriller,1996,115759,9208.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1175,3.1251063829787236,3.135168588312354
80,97,"Hate (Haine, La) (1995)",Crime;Drama,1995,113247,406.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,99,3.98989898989899,3.8827763481890427
81,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,113283,63076.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,3.1363636363636362,3.3234626812124843
82,100,City Hall (1996),Drama;Thriller,1996,115907,11062.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,223,3.190582959641256,3.2307436716062714
83,101,Bottle Rocket (1996),Adventure;Comedy;Crime;Romance,1996,115734,13685.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,223,3.7937219730941703,3.7623642249659546
84,102,Mr. Wrong (1996),Comedy,1996,117102,47475.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,105,2.4285714285714284,2.673171473454715
85,103,Unforgettable (1996),Mystery;Sci-Fi;Thriller,1996,118040,2045.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,3.0816326530612246,3.2516221381821078
86,104,Happy Gilmore (1996),Comedy,1996,116483,9614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,987,3.384498480243161,3.388769074647381
87,105,"Bridges of Madison County, The (1995)",Drama;Romance,1995,112579,688.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,528,3.2954545454545454,3.3080253564809796
88,107,Muppet Treasure Island (1996),Adventure;Children;Comedy;Musical,1996,117110,10874.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,314,3.2229299363057327,3.2496457817336815
89,110,Braveheart (1995),Action;Drama;War,1995,112573,197.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2799,4.038227938549482,4.032830734859097
90,111,Taxi Driver (1976),Crime;Drama;Thriller,1976,75314,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1257,4.119331742243436,4.105577427285459
91,112,Rumble in the Bronx (Hont faan kui) (1995),Action;Adventure;Comedy;Crime,1995,113326,33542.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,627,3.3740031897926634,3.3810930729320954
92,113,Before and After (1996),Drama;Mystery,1996,115645,43566.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,3.0462962962962963,3.21878748709984
93,116,Anne Frank Remembered (1995),Documentary,1995,112373,51352.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,4.22093023255814,3.93668697145735
94,117,"Young Poisoner's Handbook, The (1995)",Crime;Drama,1995,115033,16934.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,81,3.7037037037037037,3.6565599001476263
95,118,If Lucy Fell (1996),Comedy;Romance,1996,116606,10324.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,59,2.9152542372881354,3.1222263923189493
96,121,"Boys of St. Vincent, The (1992)",Drama,1992,106473,32119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,3.761904761904762,3.6649742905053686
97,122,Boomerang (1992),Comedy;Romance,1992,103859,11066.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,191,2.8010471204188483,2.8999011263184915
98,123,Chungking Express (Chung Hing sam lam) (1994),Drama;Mystery;Romance,1994,109424,11104.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,111,3.824324324324324,3.761547155435365
99,125,Flirting With Disaster (1996),Comedy,1996,116324,2074.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,213,3.816901408450704,3.781391559326693
100,126,"NeverEnding Story III, The (1994)",Adventure;Children;Fantasy,1994,110647,27793.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,70,2.1714285714285713,2.578781489163865
101,132,Jade (1995),Thriller,1995,113451,11863.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,2.668181818181818,2.8527010636884746
102,135,Down Periscope (1996),Comedy,1996,116130,9101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,345,3.046376811594203,3.085008397110364
103,140,Up Close and Personal (1996),Drama;Romance,1996,118055,9302.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,263,3.423954372623574,3.4347377096122407
104,141,"Birdcage, The (1996)",Comedy,1996,115685,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1154,3.499566724436742,3.500319382530732
105,144,"Brothers McMullen, The (1995)",Comedy,1995,112585,16388.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,236,3.5529661016949152,3.550293792918746
106,145,Bad Boys (1995),Action;Comedy;Crime;Drama;Thriller,1995,112442,9737.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,596,3.223993288590604,3.23862324108049
107,147,"Basketball Diaries, The (1995)",Drama,1995,112461,10474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,220,3.590909090909091,3.583512595665546
108,149,Amateur (1994),Crime;Drama;Thriller,1994,109093,30157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,58,3.8620689655172415,3.748615328595301
109,150,Apollo 13 (1995),Adventure;Drama;IMAX,1995,112384,568.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2512,3.8672372611464967,3.8632486817137632
110,151,Rob Roy (1995),Action;Drama;Romance;War,1995,114287,11780.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,695,3.514388489208633,3.5150043433329468
111,152,"Addiction, The (1995)",Drama;Horror,1995,112288,34996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36,3.2083333333333335,3.354214377521008
112,153,Batman Forever (1995),Action;Adventure;Comedy;Crime,1995,112462,414.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1711,2.9210987726475746,2.9315784887515144
113,154,Beauty of the Day (Belle de jour) (1967),Drama,1967,61395,649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,3.7947976878612715,3.7555573838245637
114,155,Beyond Rangoon (1995),Adventure;Drama;War,1995,112495,1873.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,59,3.440677966101695,3.470540999060523
115,156,Blue in the Face (1995),Comedy;Drama,1995,112541,5894.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,90,3.5055555555555555,3.511484574303221
116,157,Canadian Bacon (1995),Comedy;War,1995,109370,1775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,137,2.72992700729927,2.873521849798722
117,158,Casper (1995),Adventure;Children,1995,112642,8839.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,619,2.9483037156704364,2.9751589351562195
118,159,Clockers (1995),Crime;Drama;Mystery,1995,112688,20649.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,136,3.5588235294117645,3.553482824797509
119,160,Congo (1995),Action;Adventure;Mystery;Sci-Fi,1995,112715,10329.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,807,2.5898389095415117,2.623510333233437
120,161,Crimson Tide (1995),Drama;Thriller;War,1995,112740,8963.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1216,3.760279605263158,3.754717615502718
121,162,Crumb (1994),Documentary,1994,109508,26564.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,319,4.047021943573668,4.002516186006838
122,163,Desperado (1995),Action;Romance;Western,1995,112851,8068.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,739,3.422192151556157,3.426369504442635
123,164,Devil in a Blue Dress (1995),Crime;Film-Noir;Mystery;Thriller,1995,112857,8512.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,227,3.504405286343612,3.5073079724373013
124,165,Die Hard: With a Vengeance (1995),Action;Crime;Thriller,1995,112864,1572.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1807,3.5210293303818485,3.5211639351749517
125,166,"Doom Generation, The (1995)",Comedy;Crime;Drama,1995,112887,13552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,39,3.1923076923076925,3.338813752411399
126,168,First Knight (1995),Action;Drama;Romance,1995,113071,6520.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,643,3.08398133748056,3.1038308304849727
127,169,Free Willy 2: The Adventure Home (1995),Adventure;Children;Drama,1995,113114,9073.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,164,2.3810975609756095,2.558650252146322
128,170,Hackers (1995),Action;Adventure;Crime;Thriller,1995,113243,10428.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,410,3.19390243902439,3.2167685202645147
129,171,Jeffrey (1995),Comedy;Drama,1995,113464,17447.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,74,3.5675675675675675,3.5565206626575625
130,172,Johnny Mnemonic (1995),Action;Sci-Fi;Thriller,1995,113481,9886.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,646,2.6772445820433437,2.715056433308264
131,173,Judge Dredd (1995),Action;Crime;Sci-Fi,1995,113492,9482.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,789,2.55830164765526,2.593868313695222
132,174,Jury Duty (1995),Comedy,1995,113500,19326.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119,2.5504201680672267,2.7475043551435334
133,175,Kids (1995),Drama,1995,113540,9344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,276,3.5217391304347827,3.5224776108378646
134,176,Living in Oblivion (1995),Comedy,1995,113677,9071.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,138,3.9746376811594204,3.8951080292642057
135,177,Lord of Illusions (1995),Horror,1995,113690,8973.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,2.9473684210526314,3.068598256363795
136,178,Love & Human Remains (1993),Comedy;Drama,1993,107447,15730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,33,3.6363636363636362,3.5853674431172466
137,179,Mad Love (1995),Drama;Romance,1995,113729,47608.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,77,2.590909090909091,2.85400139174193
138,180,Mallrats (1995),Comedy;Romance,1995,113749,2293.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,434,3.563364055299539,3.5611598036991086
139,181,Mighty Morphin Power Rangers: The Movie (1995),Action;Children,1995,113820,9070.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1.9246575342465753,2.1981713006612873
140,182,Moonlight and Valentino (1995),Drama;Romance,1995,113851,68274.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,34,2.8823529411764706,3.1855960768185394
141,183,Mute Witness (1994),Comedy;Horror;Thriller,1994,110604,48787.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,36,3.25,3.3769416502482805
